similarity,distance,group,character,sub
,1,1,0,9
,2,1,0,9
,3,1,0,9
,4,1,0,9
,5,1,0,9
,6,1,0,9
,7,1,0,9
,8,1,0,9
,9,1,0,9
,1,1,0,9
,2,1,0,9
,3,1,0,9
,4,1,0,9
,5,1,0,9
,6,1,0,9
,7,1,0,9
,8,1,0,9
,1,1,0,9
,2,1,0,9
,3,1,0,9
,4,1,0,9
,5,1,0,9
,6,1,0,9
,7,1,0,9
,1,1,0,9
,2,1,0,9
,3,1,0,9
,4,1,0,9
,5,1,0,9
,6,1,0,9
,1,1,0,9
,2,1,0,9
,3,1,0,9
,4,1,0,9
,5,1,0,9
,1,1,0,9
